bank_txn_id,reference,date,amount,currency,payee,description,source_status
BNK-202335,REF-908597,01/08/2026,-12824.11,EUR,Esparza-Carroll,WIRE TRANSFER,settled
BNK-202336,ref826143,04/02/2026,-6999.86,USD,ANDERSON LLC,ACH DEBIT,settled
BNK-202337,REF-837411,2026-01-23,-11208.06,USD,Ibarra-Clark,WIRE TRANSFER,settled
BNK-202338,REF-515490,2026-04-23,-3278.96,EUR,SCHNEIDER LTD,ACH DEBIT,settled
BNK-202339,ref669606,2026-01-27,-21689.34,USD,"Frey, Mcgee and Bailey",ACH DEBIT,settled
BNK-202340,REF-522558,2026-04-15,-2082.07,gbp,Rodriguez LLC,Vendor Settlement,settled
BNK-202341,ref316855,02/01/2026,-17255.1,eur,Nguyen-Roberts,ACH DEBIT,settled
BNK-202342,ref864645,04/15/2026,-6125.23,EUR,"HOWARD, LYNCH AND MORRIS",WIRE TRANSFER,settled
BNK-202343,REF-453825,03/01/2026,-8465.74,GBP,Gonzalez Inc,ACH DEBIT,settled
BNK-202344,ref478095,2026-03-04,-2571.74,USD,"Lewis, Joyce and Robertson",ACH DEBIT,settled
BNK-202345,REF-878976,2026-02-27,-12784.01,gbp,Zimmerman and Sons,ACH DEBIT,settled
BNK-202346,REF-466015,2026-04-09,-21080.78,USD,"Salinas, Barnes and Cooper",Payout Execution,settled
BNK-202347,REF-397558,03/22/2026,-16555.37,GBP,Hickman-Walter,WIRE TRANSFER,settled
BNK-202348,REF-398115,2026-01-31,-20714.41,EUR,"Taylor, Zavala and Bates",Payout Execution,settled
BNK-202349,ref486088,2026-03-17,-5466.62,EUR,"Snow, Rodgers and Miller",Payout Execution,settled
BNK-202350,REF-366554,2026-03-17,-3402.4,EUR,"Cox, Fernandez and Baker",Vendor Settlement,settled
BNK-202351,REF-106323,2026-02-24,-11062.78,USD,Mullins-Cabrera,Vendor Settlement,settled
BNK-202352,REF-129533,03/13/2026,-11266.42,USD,"RUSSELL, SCOTT AND RAMSEY",WIRE TRANSFER,settled
BNK-202353,REF-891824,2026-01-30,-11154.14,GBP,Walter Inc,WIRE TRANSFER,settled
BNK-202354,REF-391269,02/21/2026,-20309.36,EUR,"Rodriguez, Sutton and Santiago",Payout Execution,settled
BNK-202355,REF-932878,2026-02-03,-18623.36,USD,Wong PLC,WIRE TRANSFER,settled
BNK-202356,REF-816678,02/12/2026,-6290.84,GBP,Smith Ltd,ACH DEBIT,settled
BNK-202357,REF-554100,2026-01-11,-21258.77,EUR,Maxwell-Shepherd,Vendor Settlement,settled
BNK-202358,REF-778104,2026-03-16,-14821.96,GBP,"OWEN, GIBSON AND JOHNSON",Vendor Settlement,settled
BNK-202359,REF-424435,04/24/2026,-636.86,EUR,"Miller, Anderson and Padilla",Vendor Settlement,settled
BNK-202360,REF-872655,01/25/2026,-15632.67,GBP,"Lewis, Joyce and Robertson",ACH DEBIT,settled
BNK-202361,REF-944896,03/29/2026,-8178.46,EUR,Jimenez-Bradley,Payout Execution,settled
BNK-202362,REF-471429,2026-01-07,-16032.49,GBP,"Fleming, King and Herring",WIRE TRANSFER,settled
BNK-202363,ref302142,2026-02-04,-1707.88,USD,"Graham, Ferguson and Hill",WIRE TRANSFER,settled
BNK-202364,REF-664844,03/02/2026,-653.68,usd,Howard LLC,Vendor Settlement,settled
BNK-202365,REF-659721,2026-03-08,-1628.67,usd,Spears-Beck,Vendor Settlement,settled
BNK-202366,ref491666,02/22/2026,-11861.2,GBP,Hawkins-Saunders,ACH DEBIT,settled
BNK-202367,ref826119,2026-02-04,-10819.95,EUR,"Peterson, Hood and Arroyo",WIRE TRANSFER,settled
BNK-202368,REF-873990,2026-03-17,-11299.29,USD,CONTRERAS LLC,WIRE TRANSFER,settled
BNK-202369,REF-688109,2026-01-28,-6395.42,USD,Gonzalez-Mcdaniel,WIRE TRANSFER,settled
BNK-202370,REF-482776,2026-01-26,-8650.25,USD,Gomez-Cardenas,Payout Execution,settled
BNK-202371,REF-262047,01/04/2026,-18986.69,EUR,"GRAHAM, GARRETT AND CALDWELL",Vendor Settlement,settled
BNK-202372,REF-739193,2026-02-28,-13288.87,GBP,Jenkins-Henderson,WIRE TRANSFER,settled
BNK-202373,REF-911590,2026-04-17,-6266.94,eur,Brown and Sons,Vendor Settlement,settled
BNK-202374,ref679380,2026-03-05,-5799.19,USD,"Collins, Gardner and Shaw",ACH DEBIT,settled
BNK-202375,REF-311336,03/14/2026,-24797.37,USD,"Bates, Diaz and Lowe",Payout Execution,settled
BNK-202376,REF-837670,01/05/2026,-19949.11,EUR,Lewis-Robinson,Payout Execution,settled
BNK-202377,REF-535377,04/25/2026,-14851.75,EUR,JONES GROUP,Vendor Settlement,settled
BNK-202378,REF-629637,2026-02-13,-14082.39,GBP,Jones-Graham,WIRE TRANSFER,settled
BNK-202379,REF-468477,2026-01-28,-6735.11,EUR,Dickson-Padilla,ACH DEBIT,settled
BNK-202380,REF-333615,01/03/2026,-5227.89,usd,"Garcia, Mercado and West",ACH DEBIT,settled
BNK-202381,REF-103230,2026-04-29,-19423.05,USD,Jacobs PLC,Vendor Settlement,settled
BNK-202382,REF-523136,04/25/2026,-8990.17,USD,"Owen, Gibson and Johnson",ACH DEBIT,settled
BNK-202383,REF-320390,2026-03-05,-1506.49,eur,Brady-Ford,ACH DEBIT,settled
BNK-202384,ref496850,02/27/2026,-16508.28,USD,Rose-Gonzales,ACH DEBIT,settled
BNK-202385,REF-512298,2026-02-03,-8220.31,EUR,Howard-Mcdonald,WIRE TRANSFER,settled
BNK-202386,REF-838411,03/13/2026,-14719.93,EUR,"LUNA, MORRIS AND GILL",ACH DEBIT,settled
BNK-202387,REF-879231,04/14/2026,-6521.02,USD,Elliott-Wallace,WIRE TRANSFER,settled
BNK-202388,REF-991145,2026-02-07,-17170.52,USD,Mullins-Cabrera,Vendor Settlement,settled
BNK-202389,REF-539455,2026-05-02,-1458.59,GBP,Kirk-Morales,ACH DEBIT,settled
BNK-202390,REF-708185,2026-04-15,-24919.33,GBP,Smith-Ortiz,Payout Execution,settled
BNK-202391,REF-978167,01/06/2026,-14575.98,USD,Reeves Ltd,WIRE TRANSFER,settled
BNK-202392,REF-903767,02/06/2026,-16885.4,EUR,"SALINAS, BARNES AND COOPER",Payout Execution,settled
BNK-202393,REF-712458,2026-02-11,-3076.99,GBP,"Johnson, Meyer and Hanna",Vendor Settlement,settled
BNK-202394,ref687957,2026-03-04,-6835.54,GBP,Contreras LLC,ACH DEBIT,settled
BNK-202395,REF-672667,2026-02-27,-9561.21,USD,"JOHNSON, MEYER AND HANNA",Vendor Settlement,settled
BNK-202396,REF-941653,04/20/2026,-4804.95,GBP,"Ramirez, Hernandez and Fox",Payout Execution,settled
BNK-202397,REF-290102,02/22/2026,-19448.23,usd,Garcia Ltd,WIRE TRANSFER,settled
BNK-202398,REF-818106,02/10/2026,-3581.78,EUR,Allen and Sons,Vendor Settlement,settled
BNK-202399,REF-781406,03/15/2026,-24095.48,USD,"Rollins, Charles and Black",ACH DEBIT,settled
BNK-202400,REF-119691,04/17/2026,-13327.56,USD,Li-Montoya,ACH DEBIT,settled
BNK-202401,REF-228797,2026-02-05,-3347.5,EUR,"Robinson, Bauer and Brown",ACH DEBIT,settled
BNK-202402,REF-982305,05/03/2026,-5994.6,EUR,"Moss, Atkins and Daniels",Payout Execution,settled
BNK-202403,ref114564,01/09/2026,-1349.91,EUR,"Molina, Wells and Bright",Payout Execution,settled
BNK-202404,REF-957952,01/19/2026,-7054.03,GBP,Cooper Ltd,WIRE TRANSFER,settled
BNK-202405,REF-414652,04/27/2026,-17641.39,GBP,Davenport PLC,Payout Execution,settled
BNK-202406,REF-895461,04/17/2026,-12425.24,GBP,White Group,WIRE TRANSFER,settled
BNK-202407,REF-245286,04/26/2026,-485.94,GBP,Wilson Group,Vendor Settlement,settled
BNK-202408,REF-720620,2026-04-10,-2738.52,GBP,Mitchell-Byrd,Vendor Settlement,settled
BNK-202409,ref805441,2026-02-02,-13687.57,gbp,Jimenez-Bradley,ACH DEBIT,settled
BNK-202410,REF-866651,03/25/2026,-21232.08,usd,Jackson LLC,Vendor Settlement,settled
BNK-202411,REF-461863,2026-04-14,-15184.82,EUR,Arnold-Beck,Vendor Settlement,settled
BNK-202412,REF-295881,2026-03-18,-19052.44,GBP,Rhodes Ltd,WIRE TRANSFER,settled
BNK-202413,REF-523847,02/15/2026,-20345.24,GBP,Pena Inc,Vendor Settlement,settled
BNK-202414,REF-474007,2026-03-01,-2507.67,GBP,"OWENS, PETERS AND WHITE",Vendor Settlement,settled
BNK-202415,REF-372317,2026-04-18,-5223.72,usd,Smith-Gaines,Vendor Settlement,settled
BNK-202416,ref170849,2026-01-16,-22725.42,GBP,Joseph Group,ACH DEBIT,settled
BNK-202417,REF-540712,2026-03-27,-24470.49,EUR,Kirk-Henson,Payout Execution,settled
BNK-202418,REF-105416,2026-03-25,-23843.64,USD,Price PLC,ACH DEBIT,settled
BNK-202419,REF-139514,2026-01-29,-21910.09,gbp,Allen Inc,WIRE TRANSFER,settled
BNK-202420,REF-512567,04/12/2026,-2914.14,EUR,Gordon-Roberts,WIRE TRANSFER,settled
BNK-202421,REF-369708,2026-03-27,-20162.82,USD,"Ward, Garcia and Henry",Payout Execution,settled
BNK-202422,REF-893085,2026-03-05,-18511.47,GBP,Goodwin-Martinez,Vendor Settlement,settled
BNK-202423,REF-756214,04/18/2026,-20463.03,GBP,"Clarke, Johnson and Watson",ACH DEBIT,settled
BNK-202424,REF-127305,01/28/2026,-644.49,GBP,"Rice, Wallace and Castillo",Vendor Settlement,settled
BNK-202425,ref458087,2026-01-18,-23713.24,usd,"Waller, Bass and Mitchell",Vendor Settlement,settled
BNK-202426,REF-155502,2026-04-11,-17136.8,USD,"Rice, Wallace and Castillo",Payout Execution,settled
BNK-202427,ref607204,04/29/2026,-1525.42,EUR,MOORE LLC,ACH DEBIT,settled
BNK-202428,REF-311787,03/11/2026,-2154.06,USD,Gonzalez Inc,Payout Execution,settled
BNK-202429,REF-675936,2026-02-26,-22162.15,EUR,Todd-Oconnor,Payout Execution,settled
BNK-202430,REF-506878,2026-01-22,-17020.86,GBP,Dudley Ltd,ACH DEBIT,settled
BNK-202431,REF-775423,2026-02-14,-16980.16,gbp,"HERNANDEZ, GREER AND JACKSON",Vendor Settlement,settled
BNK-202432,REF-817986,03/31/2026,-9050.92,gbp,Hammond Ltd,ACH DEBIT,settled
BNK-202433,ref703652,2026-01-06,-9955.19,GBP,King-George,WIRE TRANSFER,settled
BNK-202434,REF-610910,02/06/2026,-11087.08,GBP,"Martinez, Henderson and Osborne",Payout Execution,settled
BNK-202435,REF-653928,2026-02-20,-15077.56,USD,"Cox, Fernandez and Baker",Payout Execution,settled
BNK-202436,ref315726,2026-04-26,-9456.24,eur,Gonzalez-Mcdaniel,Payout Execution,settled
BNK-202437,REF-590326,02/04/2026,-15581.34,GBP,Kim Group,Vendor Settlement,settled
BNK-202438,REF-680254,03/23/2026,-2630.19,eur,"DORSEY, PATTERSON AND HARRISON",Payout Execution,settled
BNK-202439,REF-220619,02/08/2026,-7827.27,eur,Garcia Ltd,WIRE TRANSFER,settled
BNK-202440,REF-966238,02/08/2026,-23006.16,EUR,Kennedy-Marks,Payout Execution,settled
BNK-202441,REF-214518,2026-03-25,-2490.19,GBP,Gomez-Cardenas,ACH DEBIT,settled
BNK-202442,REF-844521,2026-04-25,-13006.44,EUR,Walters LLC,ACH DEBIT,settled
BNK-202443,REF-384595,2026-02-07,-20830.79,usd,"Shaw, Baker and Scott",WIRE TRANSFER,settled
BNK-202444,ref885226,03/14/2026,-15135.42,EUR,"Martinez, Joseph and Simmons",Payout Execution,settled
BNK-202445,ref287086,2026-02-27,-13764.66,EUR,Mccoy Ltd,ACH DEBIT,settled
BNK-202446,REF-649340,2026-04-23,-13463.53,gbp,Fitzpatrick-Henderson,WIRE TRANSFER,settled
BNK-202447,REF-841976,2026-01-29,-14288.3,USD,SCHNEIDER LTD,ACH DEBIT,settled
BNK-202448,REF-961411,2026-04-19,-15500.77,USD,Ibarra-Clark,Payout Execution,settled
BNK-202449,REF-738976,01/07/2026,-15403.75,EUR,"Best, Simon and Turner",Vendor Settlement,settled
BNK-202450,REF-555790,04/29/2026,-16199.79,GBP,LI-MARTINEZ,WIRE TRANSFER,settled
BNK-202451,REF-757684,2026-02-19,-1635.49,EUR,Coffey-Howell,ACH DEBIT,settled
BNK-202452,REF-662072,2026-02-10,-12845.27,EUR,"Drake, Torres and Murray",Payout Execution,settled
BNK-202453,ref579022,2026-02-15,-20710.12,GBP,Hughes Inc,Vendor Settlement,settled
BNK-202454,REF-836312,2026-01-06,-21834.25,eur,Colon Group,ACH DEBIT,settled
BNK-202455,ref606982,2026-04-13,-7352.6,GBP,JOHNSON-NEWTON,Payout Execution,settled
BNK-202456,REF-267075,2026-04-26,-20225.25,EUR,Lee-Taylor,WIRE TRANSFER,settled
BNK-202457,REF-850902,01/07/2026,-21469.9,GBP,Welch-Peck,ACH DEBIT,settled
BNK-202458,REF-460966,2026-04-24,-7917.89,GBP,Gonzalez-Mcdaniel,Payout Execution,settled
BNK-202459,REF-502835,05/03/2026,-12735.36,GBP,"Fox, Hernandez and Ryan",Payout Execution,settled
BNK-202460,REF-373881,02/16/2026,-1305.51,USD,"Curtis, Turner and Soto",WIRE TRANSFER,settled
BNK-202461,REF-136937,02/18/2026,-7183.95,usd,Todd-Oconnor,Vendor Settlement,settled
BNK-202462,REF-746804,2026-03-26,-13382.06,EUR,"Snow, Rodgers and Miller",WIRE TRANSFER,settled
BNK-202463,REF-213188,01/03/2026,-17977.05,USD,Lawrence-Lee,ACH DEBIT,settled
BNK-202464,REF-535815,2026-03-31,-2506.56,EUR,Orozco Ltd,Payout Execution,settled
BNK-202465,REF-652016,04/02/2026,-2060.35,GBP,ANDERSON LLC,Vendor Settlement,settled
BNK-202466,REF-138042,2026-04-07,-22632.07,eur,Randall-Kerr,Vendor Settlement,settled
BNK-202467,REF-899557,2026-03-11,-23162.77,GBP,Shaw-Stuart,ACH DEBIT,settled
BNK-202468,ref709769,02/15/2026,-19537.77,GBP,Esparza-Carroll,WIRE TRANSFER,settled
BNK-202469,REF-206560,2026-01-11,-7242.15,EUR,Cooper PLC,Vendor Settlement,settled
BNK-202470,REF-764743,02/02/2026,-3867.63,USD,Moore LLC,Vendor Settlement,settled
BNK-202471,REF-484450,04/04/2026,-24263.16,usd,Brown and Sons,WIRE TRANSFER,settled
BNK-202472,REF-781176,01/17/2026,-23679.04,USD,Moore LLC,Vendor Settlement,settled
BNK-202473,ref276640,01/21/2026,-8361.69,GBP,Allen Ltd,ACH DEBIT,settled
BNK-202474,REF-733670,04/27/2026,-6676.89,gbp,Wilson and Sons,Vendor Settlement,settled
BNK-202475,REF-488638,03/09/2026,-23751.82,EUR,"Johnson, Meyer and Hanna",Payout Execution,settled
BNK-202476,REF-981758,2026-04-23,-17921.36,EUR,Ingram PLC,Vendor Settlement,settled
BNK-202477,REF-812410,2026-02-23,-20187.44,USD,"Rogers, Anderson and Campos",Payout Execution,settled
BNK-202478,REF-119024,2026-01-31,-7254.59,USD,Kim Group,Payout Execution,settled
BNK-202479,REF-254124,2026-04-02,-19050.31,USD,Church Inc,Payout Execution,settled
BNK-202480,REF-723504,2026-04-05,-7466.22,USD,"HANSEN, HERRERA AND TAYLOR",ACH DEBIT,settled
BNK-202481,REF-771816,2026-01-10,-6637.31,USD,"Rogers, Anderson and Campos",Vendor Settlement,settled
BNK-202482,REF-527712,02/07/2026,-22359.42,GBP,Garcia Ltd,WIRE TRANSFER,settled
BNK-202483,ref349017,2026-02-02,-1017.59,USD,"Ball, Henderson and Caldwell",Payout Execution,settled
BNK-202484,REF-593558,2026-03-17,-7304.69,GBP,Prince-Martinez,WIRE TRANSFER,settled
BNK-202485,REF-855730,2026-03-08,-23654.93,USD,Lopez-Stout,ACH DEBIT,settled
BNK-202486,REF-413832,2026-02-05,-21939.24,GBP,Li-Martinez,Payout Execution,settled
BNK-202487,REF-393120,2026-01-06,-22628.76,GBP,Mitchell-Byrd,Vendor Settlement,settled
BNK-202488,REF-775212,2026-03-09,-5200.39,GBP,Hays-Dalton,Vendor Settlement,settled
BNK-202489,REF-290740,01/31/2026,-8650.49,EUR,ALLEN AND SONS,Payout Execution,settled
BNK-202490,REF-674317,02/04/2026,-4225.49,gbp,"Evans, Conway and Hall",Payout Execution,settled
BNK-202491,REF-940710,2026-04-15,-20473.57,GBP,SHAW-STUART,Vendor Settlement,settled
BNK-202492,ref776177,02/25/2026,-10584.95,EUR,Hays-Dalton,Payout Execution,settled
BNK-202493,REF-263454,2026-04-02,-21038.15,eur,Mullins-Cabrera,ACH DEBIT,settled
BNK-202494,REF-982775,04/26/2026,-11974.46,EUR,Schneider Ltd,ACH DEBIT,settled
BNK-202495,REF-908801,04/06/2026,-4109.23,eur,Li-Montoya,Payout Execution,settled
BNK-202496,ref172546,04/06/2026,-11518.57,USD,REYNOLDS LLC,Payout Execution,settled
BNK-202497,REF-966780,2026-01-09,-662.33,EUR,Austin-Bonilla,Vendor Settlement,settled
BNK-202498,REF-176949,2026-01-17,-7246.85,eur,White Group,Vendor Settlement,settled
BNK-202499,REF-949197,2026-02-27,-9691.26,USD,"FLEMING, KING AND HERRING",Payout Execution,settled
DUP-0,REF-818430,04/20/2026,-23163.96,EUR,"Payne, Wall and Hernandez",Vendor Settlement,settled
DUP-1,REF-371213,02/26/2026,-10575.87,USD,Wilson Ltd,Vendor Settlement,settled
DUP-2,ref699378,03/15/2026,-22979.82,GBP,Edwards-Boyd,WIRE TRANSFER,settled
DUP-3,REF-219684,2026-03-01,-19519.07,EUR,"Garza, Barker and Maddox",Vendor Settlement,settled
DUP-4,REF-722977,01/06/2026,-9490.1,USD,"Luna, Morris and Gill",Payout Execution,settled
DUP-5,REF-962967,04/10/2026,-15655.44,gbp,Nguyen-Roberts,Payout Execution,settled
DUP-6,REF-550126,01/21/2026,-17223.67,eur,"Hernandez, Wade and Rodriguez",ACH DEBIT,settled
DUP-7,REF-773292,03/27/2026,-16108.56,eur,"RODRIGUEZ, EVANS AND PATTERSON",ACH DEBIT,settled
DUP-8,REF-311037,03/23/2026,-10565.98,USD,Walters PLC,Vendor Settlement,settled
DUP-9,REF-863859,2026-04-07,-18342.83,EUR,Peters-Ward,WIRE TRANSFER,settled
DUP-10,REF-606274,2026-01-10,-15755.87,USD,"Moss, Atkins and Daniels",WIRE TRANSFER,settled
DUP-11,REF-138518,2026-01-31,-17206.06,GBP,Mckinney-Cooper,Vendor Settlement,settled
DUP-12,REF-250038,2026-01-29,-10420.15,EUR,KENNEDY-MARKS,WIRE TRANSFER,settled
DUP-13,REF-653508,2026-04-17,-9144.11,eur,Gonzalez Inc,Payout Execution,settled
DUP-14,REF-488837,2026-03-09,-18470.04,GBP,Dickson Inc,ACH DEBIT,settled
DUP-15,REF-487633,02/23/2026,-23297.39,EUR,"Rodriguez, Sutton and Santiago",WIRE TRANSFER,settled
DUP-16,REF-460550,03/03/2026,-544.65,EUR,King-George,Payout Execution,settled
DUP-17,REF-208599,2026-02-17,-19953.5,USD,Contreras LLC,ACH DEBIT,settled
DUP-18,REF-324263,2026-02-25,-9222.21,GBP,"Waller, Bass and Mitchell",Payout Execution,settled
DUP-19,REF-989364,2026-04-18,-588.38,EUR,Peters-Ward,WIRE TRANSFER,settled
DUP-20,REF-372482,2026-04-28,-8722.05,EUR,Johnson-Ruiz,Vendor Settlement,settled
DUP-21,REF-206564,2026-01-28,-7204.56,GBP,Mitchell-Byrd,WIRE TRANSFER,settled
DUP-22,REF-625021,01/04/2026,-4913.0,USD,Dickson-Padilla,Payout Execution,settled
DUP-23,REF-359579,04/19/2026,-6260.69,GBP,JIMENEZ-BRADLEY,ACH DEBIT,settled
DUP-24,REF-375232,2026-01-22,-20226.33,EUR,"Shaw, Baker and Scott",Vendor Settlement,settled
DUP-25,REF-303846,2026-02-28,-13878.45,USD,Zimmerman and Sons,Vendor Settlement,settled
DUP-26,REF-248540,2026-02-09,-14298.18,USD,"Salinas, Barnes and Cooper",Payout Execution,settled
DUP-27,REF-942846,04/04/2026,-5691.94,EUR,Hammond Ltd,ACH DEBIT,settled
DUP-28,REF-783157,03/09/2026,-14416.77,USD,Allen Ltd,Payout Execution,settled
DUP-29,REF-906965,2026-03-14,-22758.13,gbp,"Mooney, Black and Roach",Payout Execution,settled
DUP-30,REF-286331,2026-01-10,-22731.71,EUR,Mitchell-Byrd,ACH DEBIT,settled
DUP-31,REF-892514,2026-02-01,-12392.69,usd,WONG PLC,ACH DEBIT,settled
DUP-32,ref584342,04/03/2026,-2560.12,gbp,Lopez-Stout,ACH DEBIT,settled
DUP-33,REF-108456,02/07/2026,-16442.82,EUR,"Payne, Wall and Hernandez",ACH DEBIT,settled
DUP-34,ref791593,2026-03-29,-16855.23,USD,"Garner, Lawson and Richard",WIRE TRANSFER,settled
DUP-35,REF-435377,2026-02-09,-23576.39,GBP,Gonzalez Inc,ACH DEBIT,settled
DUP-36,REF-580718,04/06/2026,-8199.05,USD,Leach-Walker,WIRE TRANSFER,settled
DUP-37,REF-626175,2026-04-28,-17137.95,EUR,Smith-Abbott,WIRE TRANSFER,settled
DUP-38,REF-946489,01/16/2026,-768.98,EUR,"Gray, Williams and Weaver",ACH DEBIT,settled
DUP-39,REF-355729,2026-01-24,-15423.21,EUR,"Murphy, Jordan and Whitney",ACH DEBIT,settled
DUP-40,REF-984293,2026-02-20,-11884.91,usd,EDWARDS-BOYD,ACH DEBIT,settled
DUP-41,REF-892514,2026-02-01,-12392.69,usd,WONG PLC,ACH DEBIT,settled
DUP-42,REF-830782,02/23/2026,-22608.9,EUR,"Hernandez, Wade and Rodriguez",ACH DEBIT,settled
DUP-43,REF-732556,04/13/2026,-13467.06,GBP,Prince-Martinez,Payout Execution,settled
DUP-44,REF-639682,01/28/2026,-1354.51,EUR,Cooper Ltd,Vendor Settlement,settled
DUP-45,REF-696998,2026-01-30,-15140.33,EUR,Gonzalez Inc,Vendor Settlement,settled
DUP-46,REF-442613,03/02/2026,-7115.61,gbp,"Yu, Nguyen and Wood",ACH DEBIT,settled
DUP-47,REF-506637,2026-02-22,-21596.36,USD,"Garcia, Mercado and West",Payout Execution,settled
DUP-48,REF-129117,02/27/2026,-22632.13,EUR,Smith-Ortiz,Payout Execution,settled
DUP-49,ref166608,04/05/2026,-20916.52,EUR,Allen Group,WIRE TRANSFER,settled
DUP-50,ref132113,01/09/2026,-12679.42,GBP,Mann Group,Payout Execution,settled
DUP-51,REF-518259,2026-03-27,-11601.34,EUR,"Martinez, Joseph and Simmons",Vendor Settlement,settled
DUP-52,REF-508199,03/19/2026,-15774.78,USD,Hunter-Nicholson,Payout Execution,settled
DUP-53,REF-216242,2026-01-17,-15982.82,GBP,FARRELL-WILLIS,Vendor Settlement,settled
DUP-54,REF-479983,01/15/2026,-6492.15,USD,Contreras LLC,Payout Execution,settled
DUP-55,REF-899847,02/20/2026,-9438.77,EUR,"Thompson, Cooper and Young",Payout Execution,settled
DUP-56,REF-672859,2026-03-10,-925.28,GBP,GARCIA LTD,Vendor Settlement,settled
DUP-57,REF-294776,2026-02-25,-14920.73,GBP,Arnold-Beck,WIRE TRANSFER,settled
DUP-58,REF-966780,2026-01-09,-662.33,EUR,Austin-Bonilla,Vendor Settlement,settled
DUP-59,REF-576252,02/20/2026,-5623.69,GBP,Thornton and Sons,Payout Execution,settled
DUP-60,REF-311787,03/11/2026,-2154.06,USD,Gonzalez Inc,Payout Execution,settled
DUP-61,REF-588508,2026-02-15,-5595.71,EUR,Leach-Walker,Payout Execution,settled
DUP-62,ref584342,04/03/2026,-2560.12,gbp,Lopez-Stout,ACH DEBIT,settled
DUP-63,REF-722977,01/06/2026,-9490.1,USD,"Luna, Morris and Gill",Payout Execution,settled
DUP-64,ref809132,2026-04-17,-10231.48,GBP,Brady-Ford,WIRE TRANSFER,settled
DUP-65,REF-985396,01/28/2026,-6259.94,USD,Davis-Mitchell,WIRE TRANSFER,settled
DUP-66,REF-172274,2026-02-22,-4504.13,GBP,"SANTANA, HOFFMAN AND COBB",WIRE TRANSFER,settled
DUP-67,REF-537174,2026-04-04,-15920.62,EUR,Rogers Inc,ACH DEBIT,settled
DUP-68,REF-988456,03/04/2026,-11464.61,usd,ROACH AND SONS,WIRE TRANSFER,settled
DUP-69,REF-512298,2026-02-03,-8220.31,EUR,Howard-Mcdonald,WIRE TRANSFER,settled
DUP-70,REF-138518,2026-01-31,-17206.06,GBP,Mckinney-Cooper,Vendor Settlement,settled
DUP-71,REF-932878,2026-02-03,-18623.36,USD,Wong PLC,WIRE TRANSFER,settled
DUP-72,REF-115420,2026-03-29,-20246.31,GBP,Davis PLC,Vendor Settlement,settled
DUP-73,REF-984293,2026-02-20,-11884.91,usd,EDWARDS-BOYD,ACH DEBIT,settled
DUP-74,REF-139514,2026-01-29,-21910.09,gbp,Allen Inc,WIRE TRANSFER,settled
DUP-75,REF-860321,02/21/2026,-2129.92,GBP,Charles-Butler,Vendor Settlement,settled
DUP-76,REF-225638,2026-03-13,-16054.04,EUR,Griffin Inc,ACH DEBIT,settled
DUP-77,REF-182300,2026-04-30,-3920.97,USD,Barrera Group,Vendor Settlement,settled
DUP-78,REF-661147,2026-02-01,-22700.73,USD,Brown Ltd,ACH DEBIT,settled
DUP-79,REF-590326,02/04/2026,-15581.34,GBP,Kim Group,Vendor Settlement,settled
DUP-80,REF-219684,2026-03-01,-19519.07,EUR,"Garza, Barker and Maddox",Vendor Settlement,settled
DUP-81,REF-603627,01/19/2026,-21171.89,eur,"Howell, Hart and Swanson",Vendor Settlement,settled
DUP-82,REF-805756,2026-04-19,-3218.34,USD,Church Inc,WIRE TRANSFER,settled
DUP-83,REF-659333,2026-01-10,-5173.45,USD,Cobb Group,WIRE TRANSFER,settled
DUP-84,REF-294776,2026-02-25,-14920.73,GBP,Arnold-Beck,WIRE TRANSFER,settled
DUP-85,REF-893048,02/27/2026,-24433.74,eur,Nguyen-Roberts,WIRE TRANSFER,settled
DUP-86,REF-259038,02/04/2026,-3460.45,EUR,"Thompson, Cooper and Young",Vendor Settlement,settled
DUP-87,REF-414652,04/27/2026,-17641.39,GBP,Davenport PLC,Payout Execution,settled
DUP-88,REF-964098,04/06/2026,-9812.9,USD,Jones Group,Vendor Settlement,settled
DUP-89,REF-507446,2026-04-05,-21512.44,USD,Cooper PLC,Vendor Settlement,settled
